coin,profit_percentage,best_path,direct_value,btc_path_value,eth_path_value,usdc_path_value,timestamp
AAVE,0.0,Direct,100.0,99.99517067688645,99.94846361800197,99.979643171578,2025-03-24 12:23:50
EOS,0.0,Direct,100.0,99.9312911022114,99.90027372453422,99.93776771722096,2025-03-24 12:23:50
DOT,0.0,Direct,100.0,99.96220609678107,99.85622340652311,99.84079300788746,2025-03-24 12:23:50
AVAX,0.0,Direct,100.0,99.93716695410292,99.96190264255912,99.99,2025-03-24 12:23:50
ARB,0.0,Direct,100.0,99.89229416058396,99.99977893639208,99.99,2025-03-24 12:23:50
APT,0.0,Direct,100.0,99.98779791887726,99.76386787609104,99.97288721547147,2025-03-24 12:23:50
POL,0.0,Direct,100.0,99.9039152866242,99.80828025477707,99.94450864422204,2025-03-24 12:23:50
RUNE,0.0,Direct,100.0,99.99323090909093,99.8880027972028,99.98999999999998,2025-03-24 12:23:50
XLM,0.0,Direct,100.0,99.82794398340248,99.98682157676348,99.99,2025-03-24 12:23:50
GALA,0.918546153846151,Via BTC,100.0,100.91854615384617,99.91997142857144,100.08986813186812,2025-03-24 12:25:03
FIL,0.4356822966507252,Via BTC,100.0,100.43568229665073,100.09836172248804,100.23513237639553,2025-03-24 12:25:03
INJ,0.3336804575786516,Via ETH,100.0,100.21945994280269,100.33368045757864,99.98,2025-03-24 12:25:03
IOTA,0.3163649086161797,Via ETH,100.0,100.02266349869451,100.31636490861618,99.8755822454308,2025-03-24 12:25:03
STEEM,0.2511935341660773,Via BTC,100.0,100.25119353416608,99.86847024246876,99.98,2025-03-24 12:25:03
TRX,0.1657531373409426,Via BTC,100.0,100.16575313734094,99.996534444932,100.06774023694602,2025-03-24 12:25:03
S,0.1309765100671143,Via USDC,100.0,100.08320248322148,99.90996241610738,100.13097651006711,2025-03-24 12:25:03
ICP,0.1033616175008518,Via ETH,100.0,99.7254973815048,100.10336161750084,100.04627775936362,2025-03-24 12:25:03
AVAX,0.0908329155060414,Via BTC,100.0,100.09083291550604,100.0321337047354,100.02641597028786,2025-03-24 12:25:02
DOT,0.0867022411953257,Via USDC,100.0,100.06409528281752,99.91519658484526,100.08670224119533,2025-03-24 12:25:02
SOL,0.0698152812762629,Via ETH,100.0,100.02036261964736,100.06981528127623,100.00798208788136,2025-03-24 12:25:03
LTC,0.0696447818648522,Via BTC,100.0,100.06964478186484,99.9735526090676,100.02276304533792,2025-03-24 12:25:03
EGLD,0.069565776135164,Via BTC,100.0,100.06956577613516,99.8743020063358,99.98,2025-03-24 12:25:02
ADA,0.0668545778021041,Via BTC,100.0,100.0668545778021,100.03651129054332,100.02104830983988,2025-03-24 12:25:02
EOS,0.0548850855745826,Via ETH,100.0,100.04906514146,100.05488508557458,99.9974607055536,2025-03-24 12:25:02
APT,0.0484911799965743,Via USDC,100.0,100.03017258434662,99.76340469258434,100.04849117999656,2025-03-24 12:25:02
LINK,0.0477203285151262,Via BTC,100.0,100.04772032851513,100.03167516425756,99.98,2025-03-24 12:25:03
NEAR,0.0427924564400257,Via BTC,100.0,100.04279245644004,100.0070980526136,100.01415784079262,2025-03-24 12:25:03
ARB,0.0321408083441951,Via USDC,100.0,99.89225585397656,99.95691473272493,100.0321408083442,2025-03-24 12:25:02
XRP,0.0318509139872702,Via BTC,100.0,100.03185091398728,99.98958527827646,100.01671535825037,2025-03-24 12:25:03
XLM,0.0145831892078973,Via USDC,100.0,99.8364033206503,99.93802642684192,100.0145831892079,2025-03-24 12:25:03
BNB,0.013389736168321,Via USDC,100.0,99.99358118668596,99.97625164994196,100.01338973616832,2025-03-24 12:25:02
AAVE,0.0090622277535885,Via ETH,100.0,100.0079556627256,100.0090622277536,100.00073843600912,2025-03-24 12:25:02
UNI,0.0082269904009137,Via USDC,100.0,100.00680321852064,99.9730231507623,100.00822699040091,2025-03-24 12:25:03
ATOM,0.0,Direct,100.0,99.80787292612465,99.95628559636812,99.95936855138258,2025-03-24 12:25:02
OP,0.0,Direct,100.0,99.99906606666669,99.98625333333334,99.98,2025-03-24 12:25:03
POL,0.0,Direct,100.0,99.83241355161438,99.69413369713506,99.88906775807186,2025-03-24 12:25:03
RUNE,0.0,Direct,100.0,99.89916689976693,99.81915804195803,99.98,2025-03-24 12:25:03
GALA,0.918546153846151,Via BTC,100.0,100.91854615384617,99.92715,100.09987912087912,2025-03-24 12:25:10
FIL,0.4356822966507252,Via BTC,100.0,100.43568229665073,100.10555311004786,100.24515789473683,2025-03-24 12:25:10
INJ,0.3408887511916134,Via ETH,100.0,100.21945994280269,100.3408887511916,99.99,2025-03-24 12:25:10
IOTA,0.323571958224548,Via ETH,100.0,100.02266349869451,100.32357195822456,99.88557180156658,2025-03-24 12:25:10
STEEM,0.2511935341660773,Via BTC,100.0,100.25119353416608,99.87564511388685,99.99,2025-03-24 12:25:10
S,0.1336053046835701,Via BTC,100.0,100.13360530468356,99.96745945945946,99.99,2025-03-24 12:25:10
ICP,0.1105533642691654,Via ETH,100.0,99.7254973815048,100.11055336426917,100.05628438846536,2025-03-24 12:25:10
AVAX,0.0908329155060414,Via BTC,100.0,100.09083291550604,100.03932033426184,100.08284122562674,2025-03-24 12:25:10
LTC,0.080346273125869,Via BTC,100.0,100.08034627312584,99.99142701315368,100.03277189605387,2025-03-24 12:25:10
DOT,0.0753521126760574,Via USDC,100.0,100.04274144259496,99.90105121638923,100.07535211267606,2025-03-24 12:25:10
EGLD,0.069565776135164,Via BTC,100.0,100.06956577613516,99.8814772967265,99.99,2025-03-24 12:25:10
LINK,0.0642795131578992,Via BTC,100.0,100.0642795131579,100.04685848684213,100.05578289473684,2025-03-24 12:25:10
SOL,0.0630019588638788,Via ETH,100.0,99.98189251434168,100.06300195886388,100.0039904855184,2025-03-24 12:25:10
APT,0.0584980304846709,Via USDC,100.0,100.03017258434662,99.77057201575612,100.05849803048466,2025-03-24 12:25:10
ADA,0.0531617952928371,Via BTC,100.0,100.05316179529282,100.03000862068966,100.00368226600985,2025-03-24 12:25:10
AAVE,0.0473758169934797,Via ETH,100.0,100.0390816993464,100.04737581699348,99.98481325863678,2025-03-24 12:25:10
EOS,0.0446013619696259,Via ETH,100.0,100.031595425179,100.04460136196964,99.99,2025-03-24 12:25:10
XRP,0.0440972128137247,Via BTC,100.0,100.04409721281372,100.00901085492757,100.0144823505407,2025-03-24 12:25:10
ARB,0.0421460234680637,Via USDC,100.0,99.89225585397656,99.96409595827902,100.04214602346806,2025-03-24 12:25:10
TRX,0.0338360368259458,Via USDC,100.0,99.69448662867164,99.998420517317,100.03383603682596,2025-03-24 12:25:10
BNB,0.0281641221373973,Via USDC,100.0,100.00908088422392,99.98502433206107,100.0281641221374,2025-03-24 12:25:10
NEAR,0.0241495901639439,Via USDC,100.0,99.978753681694,99.98012500000002,100.02414959016394,2025-03-24 12:25:10
ATOM,0.0106377708978442,Via USDC,100.0,99.82847310629516,99.98409907120744,100.01063777089784,2025-03-24 12:25:10
OP,0.0,Direct,100.0,99.99906606666669,99.99343666666668,99.99,2025-03-24 12:25:10
POL,0.0,Direct,100.0,99.83241355161438,99.7012960436562,99.89905866302864,2025-03-24 12:25:10
RUNE,0.0,Direct,100.0,99.96712551670552,99.82632937062938,99.98999999999998,2025-03-24 12:25:10
UNI,0.0,Direct,100.0,99.99268793225126,99.96609400141143,99.99,2025-03-24 12:25:10
XLM,0.0,Direct,100.0,99.8364033206503,99.94520629539952,99.99,2025-03-24 12:25:10
GALA,0.8887538461538327,Via BTC,100.0,100.88875384615385,99.91566428571429,100.09987912087912,2025-03-24 12:25:17
FIL,0.4060325358851742,Via BTC,100.0,100.40603253588516,100.09404688995215,100.24515789473683,2025-03-24 12:25:17
INJ,0.3293554814108717,Via ETH,100.0,100.18987401334604,100.32935548141089,99.99,2025-03-24 12:25:17
IOTA,0.3120406788511616,Via ETH,100.0,99.99313566579634,100.31204067885116,99.88557180156658,2025-03-24 12:25:17
STEEM,0.2215982365907649,Via BTC,100.0,100.22159823659076,99.86416531961792,99.99,2025-03-24 12:25:17
APT,0.1099331734064463,Via USDC,100.0,100.0520479369431,99.81038553803975,100.10993317340645,2025-03-24 12:25:17
S,0.104044720496887,Via BTC,100.0,100.10404472049689,99.95596911196913,100.04035588383414,2025-03-24 12:25:17
OP,0.1012235817575089,Via USDC,100.0,100.08074602892104,100.09315795328142,100.10122358175752,2025-03-24 12:25:17
LINK,0.1012150757077137,Via ETH,100.0,100.10059504937458,100.10121507570771,100.05582620144833,2025-03-24 12:25:17
ICP,0.0990465694398494,Via ETH,100.0,99.69605727543916,100.09904656943984,100.05628438846536,2025-03-24 12:25:17
DOT,0.0967129135539153,Via USDC,100.0,100.03455521878335,99.91088964781216,100.09671291355392,2025-03-24 12:25:17
AVAX,0.082841225626737,Via USDC,100.0,100.06128495821729,100.0278217270195,100.08284122562674,2025-03-24 12:25:17
ADA,0.0784024096385422,Via BTC,100.0,100.07840240963854,100.07328573384446,100.05844879518072,2025-03-24 12:25:17
LTC,0.0722049417049959,Via BTC,100.0,100.07220494170498,100.02365397368702,100.0327810461012,2025-03-24 12:25:17
AAVE,0.0670207036114476,Via ETH,100.0,100.04068524283934,100.06702070361143,100.01594178082192,2025-03-24 12:25:17
NEAR,0.0583225145199719,Via USDC,100.0,99.98338614280834,100.00278715408268,100.05832251451996,2025-03-24 12:25:17
XRP,0.0472248683512361,Via BTC,100.0,100.04722486835124,100.03017198024249,100.01040862146388,2025-03-24 12:25:17
EGLD,0.0400240971488869,Via BTC,100.0,100.04002409714889,99.86999683210136,99.99,2025-03-24 12:25:17
TRX,0.0338360368259458,Via USDC,100.0,99.6650556773345,99.98692661113547,100.03383603682596,2025-03-24 12:25:17
BNB,0.018622636408466,Via USDC,100.0,99.9779670806762,99.97194208107376,100.01862263640848,2025-03-24 12:25:17
EOS,0.0156382681564366,Via ETH,100.0,99.9846064944134,100.01563826815644,99.9725436452514,2025-03-24 12:25:17
ATOM,0.0106377708978442,Via USDC,100.0,99.7990026006192,99.97260681114552,100.01063777089784,2025-03-24 12:25:17
SOL,0.002527795259084,Via ETH,100.0,99.97682091042586,100.00252779525908,99.99699181875394,2025-03-24 12:25:17
ARB,0.0,Direct,100.0,99.83673347236706,99.9265495307612,99.99,2025-03-24 12:25:17
POL,0.0,Direct,100.0,99.84834813466787,99.73519108280256,99.99,2025-03-24 12:25:17
RUNE,0.0,Direct,100.0,99.86002276397517,99.73735923913044,99.91236801242236,2025-03-24 12:25:17
UNI,0.0,Direct,100.0,99.93495865669536,99.92639593622124,99.96178213630591,2025-03-24 12:25:17
XLM,0.0,Direct,100.0,99.80693047388446,99.93371850570736,99.99,2025-03-24 12:25:17
GALA,0.9477735019241325,Via BTC,100.0,100.94777350192412,99.99597141286422,100.15490929081912,2025-03-24 12:25:25
FIL,0.4095693779904366,Via BTC,100.0,100.40956937799044,100.11945645933017,100.24515789473683,2025-03-24 12:25:25
INJ,0.3548247855100186,Via ETH,100.0,100.19340324118208,100.35482478551002,99.99,2025-03-24 12:25:25
IOTA,0.337505587467362,Via ETH,100.0,99.99665796344648,100.33750558746736,99.88557180156658,2025-03-24 12:25:25
STEEM,0.2251285819250768,Via BTC,100.0,100.22512858192508,99.8895165319618,99.99,2025-03-24 12:25:25
ICP,0.1410535388695564,Via ETH,100.0,99.71609481186805,100.14105353886954,99.98999999999998,2025-03-24 12:25:25
OP,0.1185672969966731,Via ETH,100.0,100.08427141268076,100.11856729699667,100.10122358175752,2025-03-24 12:25:25
AVAX,0.0996860195076578,Via ETH,100.0,100.0300603808639,100.09968601950766,100.03644217371108,2025-03-24 12:25:25
APT,0.0927822511564216,Via USDC,100.0,100.0384307007024,99.81861915367485,100.0927822511564,2025-03-24 12:25:25
POL,0.0810655737704877,Via USDC,100.0,99.94280510018214,99.8513661202186,100.08106557377047,2025-03-24 12:25:25
AAVE,0.0805606021281875,Via BTC,100.0,100.0805606021282,100.0312325979756,100.00038048274072,2025-03-24 12:25:25
LTC,0.0757300246015688,Via BTC,100.0,100.07573002460155,100.04904567333404,100.0327810461012,2025-03-24 12:25:25
S,0.0739721429769986,Via BTC,100.0,100.073972142977,99.94778721261956,99.99,2025-03-24 12:25:25
ADA,0.0682272416153182,Via BTC,100.0,100.06822724161532,100.027812183436,99.97631211498972,2025-03-24 12:25:25
NEAR,0.0623595352016366,Via ETH,100.0,100.02107997265892,100.06235953520164,100.05834586466165,2025-03-24 12:25:25
DOT,0.0594363791631025,Via BTC,100.0,100.0594363791631,99.95758838599488,100.01134713919726,2025-03-24 12:25:25
EGLD,0.0435480464625044,Via BTC,100.0,100.0435480464625,99.8953495248152,99.99,2025-03-24 12:25:25
EOS,0.0410279329609153,Via ETH,100.0,99.98812849162012,100.04102793296092,100.0074563547486,2025-03-24 12:25:25
LINK,0.0382631578947467,Via BTC,100.0,100.03826315789476,99.99205894736843,99.99,2025-03-24 12:25:25
SOL,0.0349090909090961,Via ETH,100.0,99.96287552447552,100.0349090909091,100.01097692307692,2025-03-24 12:25:25
TRX,0.0338360368259458,Via USDC,100.0,99.66856641823762,100.01230898728627,100.03383603682596,2025-03-24 12:25:25
ATOM,0.0312840627580328,Via USDC,100.0,99.82312138728322,100.01862923203964,100.03128406275805,2025-03-24 12:25:25
XRP,0.0307069915513693,Via ETH,100.0,99.99872658258847,100.03070699155136,100.01448634749602,2025-03-24 12:25:25
XLM,0.0245986159169575,Via USDC,100.0,99.84498269896194,99.99367529411766,100.02459861591696,2025-03-24 12:25:25
BNB,0.0154423434741914,Via USDC,100.0,100.00930010655048,99.9973206532975,100.0154423434742,2025-03-24 12:25:25
ARB,0.0,Direct,100.0,99.84025026068824,99.9519165797706,99.99,2025-03-24 12:25:25
RUNE,0.0,Direct,100.0,99.93142857142858,99.7626782608696,99.91236801242236,2025-03-24 12:25:25
UNI,0.0,Direct,100.0,99.9384789050374,99.9517629462396,99.96178213630591,2025-03-24 12:25:25
GALA,0.9408004398020894,Via BTC,100.0,100.94080043980208,99.99597141286422,100.03496426608028,2025-03-24 12:25:32
FIL,0.4026334928229715,Via BTC,100.0,100.40263349282296,100.11945645933017,100.23513237639553,2025-03-24 12:25:32
INJ,0.3548247855100186,Via ETH,100.0,100.18648228789324,100.35482478551002,99.98,2025-03-24 12:25:32
IOTA,0.337505587467362,Via ETH,100.0,99.9897506005222,100.33750558746736,99.8755822454308,2025-03-24 12:25:32
STEEM,0.2182054371785682,Via BTC,100.0,100.21820543717855,99.8895165319618,99.98,2025-03-24 12:25:32
ICP,0.1410535388695564,Via ETH,100.0,99.70920682910658,100.14105353886954,99.98,2025-03-24 12:25:32
OP,0.1185672969966731,Via ETH,100.0,100.07735799777532,100.11856729699667,100.091212458287,2025-03-24 12:25:32
LINK,0.1116392363396983,Via USDC,100.0,100.09720634628044,100.05788650427913,100.1116392363397,2025-03-24 12:25:32
ADA,0.0750144578313154,Via BTC,100.0,100.07501445783132,100.04150711938664,99.98,2025-03-24 12:25:32
TRX,0.0676633055677342,Via USDC,100.0,100.04499587900044,100.01230898728627,100.06766330556772,2025-03-24 12:25:32
APT,0.0656286399451886,Via USDC,100.0,100.01438589928058,99.80152106885922,100.0656286399452,2025-03-24 12:25:32
LTC,0.0474143941824394,Via BTC,100.0,100.04741439418244,100.02764709656722,100.00138380921824,2025-03-24 12:25:32
XRP,0.0388730968610957,Via ETH,100.0,99.99998200742888,100.0388730968611,100.02897179476712,2025-03-24 12:25:32
EGLD,0.0366374445617765,Via BTC,100.0,100.03663744456178,99.8953495248152,99.98,2025-03-24 12:25:32
S,0.033485522563339,Via BTC,100.0,100.03348552256334,99.9142533132025,99.94645529273612,2025-03-24 12:25:32
EOS,0.0323546866817991,Via USDC,100.0,99.96376994239834,100.02356571827546,100.0323546866818,2025-03-24 12:25:32
DOT,0.0311687513340785,Via BTC,100.0,100.03116875133408,99.93625272145144,100.00134044823906,2025-03-24 12:25:32
NEAR,0.0281735565425407,Via ETH,100.0,99.98000140758457,100.02817355654254,100.01415784079262,2025-03-24 12:25:32
POL,0.0255075102412405,Via USDC,100.0,99.890414019117,99.80591715976333,100.02550751024124,2025-03-24 12:25:32
SOL,0.0209201510278376,Via ETH,100.0,99.97867304153264,100.02092015102784,99.98699063068102,2025-03-24 12:25:32
BNB,0.0197402060544362,Via USDC,100.0,99.99244376112948,99.97347239888067,100.01974020605444,2025-03-24 12:25:32
AVAX,0.0067860788863072,Via ETH,100.0,99.93032180046406,100.00678607888632,99.98,2025-03-24 12:25:32
AAVE,0.0048195972597113,Via ETH,100.0,99.96731050446336,100.00481959725973,99.98518891426198,2025-03-24 12:25:32
RUNE,0.0021671484071674,Via BTC,100.0,100.00216714840715,99.84019393939396,99.98,2025-03-24 12:25:32
ATOM,0.0,Direct,100.0,99.75444580152671,99.9567237466474,99.95937280792242,2025-03-24 12:25:32
ARB,0.0,Direct,100.0,99.80733510555125,99.92586708365911,99.98,2025-03-24 12:25:32
UNI,0.0,Direct,100.0,99.94567823878072,99.99533954276038,99.96589048828676,2025-03-24 12:25:32
XLM,0.0,Direct,100.0,99.80355171221032,99.95908737461087,99.98,2025-03-24 12:25:32
GALA,0.8685038461538284,Via BTC,100.0,100.86850384615384,99.91087857142855,99.98,2025-03-24 12:25:40
FIL,0.3538686224489709,Via BTC,100.0,100.35386862244896,100.05733641581632,100.20316964285712,2025-03-24 12:25:40
INJ,0.324549952335559,Via ETH,100.0,100.1697642897998,100.32454995233556,99.98,2025-03-24 12:25:40
IOTA,0.3072359791122636,Via ETH,100.0,99.9730654308094,100.30723597911226,99.8755822454308,2025-03-24 12:25:40
STEEM,0.201482145481279,Via BTC,100.0,100.20148214548128,99.85938207200589,99.98,2025-03-24 12:25:40
ICP,0.1108431957566722,Via ETH,100.0,99.6925684733963,100.11084319575666,99.98,2025-03-24 12:25:40
ADA,0.0994292836597736,Via BTC,100.0,100.09942928365976,100.02382714696618,100.00738802903712,2025-03-24 12:25:40
OP,0.0912124582869893,Via USDC,100.0,100.06065820912124,100.0883637374861,100.091212458287,2025-03-24 12:25:40
POL,0.071056466302366,Via USDC,100.0,99.91922527322404,99.82124316939893,100.07105646630237,2025-03-24 12:25:40
TRX,0.0676633055677342,Via USDC,100.0,100.0283014905743,99.98213748355984,100.06766330556772,2025-03-24 12:25:40
EOS,0.06728828356907,Via USDC,100.0,99.98199292823467,100.0283108084512,100.06728828356908,2025-03-24 12:25:40
APT,0.0656286399451886,Via USDC,100.0,99.99769661870504,99.77141315519016,100.0656286399452,2025-03-24 12:25:40
RUNE,0.0632291135302978,Via BTC,100.0,100.0632291135303,99.88768716951787,100.05774494556763,2025-03-24 12:25:40
SOL,0.0537081088644839,Via ETH,100.0,100.02493367242704,100.05370810886448,100.00798013013362,2025-03-24 12:25:40
LTC,0.052118836239174,Via BTC,100.0,100.05211883623916,100.01886308696118,100.02277676756871,2025-03-24 12:25:40
DOT,0.0358290350127958,Via BTC,100.0,100.0358290350128,99.92743339026474,100.0226900085397,2025-03-24 12:25:40
NEAR,0.0321729323308233,Via ETH,100.0,99.9974816780588,100.03217293233082,100.01416951469582,2025-03-24 12:25:40
AVAX,0.023030640668523,Via ETH,100.0,99.96003171309194,100.02303064066852,99.98,2025-03-24 12:25:40
AAVE,0.0213699049794939,Via ETH,100.0,99.99733740588816,100.0213699049795,99.96961732177164,2025-03-24 12:25:40
EGLD,0.0199444508975545,Via BTC,100.0,100.01994445089755,99.86521330517422,99.98,2025-03-24 12:25:40
XRP,0.0127759000734641,Via ETH,100.0,99.98737641440115,100.01277590007346,99.99632459792636,2025-03-24 12:25:40
ARB,0.0060636079249292,Via USDC,100.0,99.81669462982276,99.92176329509908,100.00606360792492,2025-03-24 12:25:40
S,1.734317342538816e-05,Via BTC,100.0,100.00001734317344,99.86735793357934,99.92969137873196,2025-03-24 12:25:40
BNB,0.0,Direct,100.0,99.9944266897747,99.98127422765651,99.99271747253272,2025-03-24 12:25:40
ATOM,0.0,Direct,100.0,99.7377998968434,99.92656901175984,99.95937280792242,2025-03-24 12:25:40
LINK,0.0,Direct,100.0,99.95714806578948,99.96189355263158,99.98,2025-03-24 12:25:40
UNI,0.0,Direct,100.0,99.92900042337004,99.9651731583404,99.98,2025-03-24 12:25:40
XLM,0.0,Direct,100.0,99.7868976132826,99.92893192666898,99.98,2025-03-24 12:25:40
GALA,0.872992307692286,Via BTC,100.0,100.87299230769229,99.91135714285711,99.98,2025-03-24 12:25:47
FIL,0.358334183673449,Via BTC,100.0,100.35833418367343,100.05781568877548,100.20316964285712,2025-03-24 12:25:47
INJ,0.3250305052430775,Via ETH,100.0,100.1742216587226,100.32503050524308,99.98,2025-03-24 12:25:47
IOTA,0.3077164490861435,Via ETH,100.0,99.97751404699738,100.30771644908614,99.8755822454308,2025-03-24 12:25:47
STEEM,0.205940925789875,Via BTC,100.0,100.20594092578987,99.85986039676708,99.98,2025-03-24 12:25:47
ICP,0.111322725012414,Via ETH,100.0,99.69700460798938,100.1113227250124,99.98,2025-03-24 12:25:47
OP,0.0912124582869893,Via USDC,100.0,100.06511072302558,100.08884315906562,100.091212458287,2025-03-24 12:25:47
ADA,0.076469067506494,Via BTC,100.0,100.0764690675065,99.99691359715185,99.99369026427496,2025-03-24 12:25:47
POL,0.071056466302366,Via USDC,100.0,99.92367149362477,99.8217213114754,100.07105646630237,2025-03-24 12:25:47
RUNE,0.0676817418351305,Via BTC,100.0,100.06768174183512,99.88816562986,100.05774494556763,2025-03-24 12:25:47
APT,0.0656286399451886,Via USDC,100.0,100.00214633093525,99.7718910585817,100.0656286399452,2025-03-24 12:25:47
LINK,0.045819618169844,Via USDC,100.0,100.027403475971,100.02818038183014,100.04581961816984,2025-03-24 12:25:47
SOL,0.0401888772298093,Via ETH,100.0,100.01538957957328,100.0401888772298,100.00098216159498,2025-03-24 12:25:47
NEAR,0.0326520847573306,Via ETH,100.0,100.00193138072454,100.03265208475732,100.01416951469582,2025-03-24 12:25:47
AAVE,0.0322371085838852,Via ETH,100.0,100.01217312146233,100.03223710858389,99.98,2025-03-24 12:25:47
AVAX,0.0264159702878572,Via USDC,100.0,99.96447974930364,100.0235097493036,100.02641597028786,2025-03-24 12:25:47
LTC,0.0244741231822018,Via BTC,100.0,100.0244741231822,99.98725727117194,100.00138152266896,2025-03-24 12:25:47
